UnderwrittenCoverID,PolicyID,TransactionMonth,IsVATRegistered,Citizenship,LegalType,Title,Language,Bank,AccountType,MaritalStatus,Gender,Country,Province,PostalCode,MainCrestaZone,SubCrestaZone,ItemType,mmcode,VehicleType,RegistrationYear,make,Model,Cylinders,cubiccapacity,kilowatts,bodytype,NumberOfDoors,VehicleIntroDate,CustomValueEstimate,AlarmImmobiliser,TrackingDevice,CapitalOutstanding,NewVehicle,WrittenOff,Rebuilt,Converted,CrossBorder,NumberOfVehiclesInFleet,SumInsured,TermFrequency,CalculatedPremiumPerTerm,ExcessSelected,CoverCategory,CoverType,CoverGroup,Section,Product,StatutoryClass,StatutoryRiskType,TotalPremium,TotalClaims,VehicleAge,LossRatio,PremiumRate,HasClaim,ClaimIndicator,Log_TotalPremium,Log_TotalClaims,Log_SumInsured,Log_CalculatedPremiumPerTerm
120087,10173,2015-01-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1619,Rand East,Rand East,Mobility - Motor,54057250.0,Passenger Vehicle,2004,RENAULT,SCENIC 1.9 dCi EXPRESSION,4.0,1870.0,75.0,MPV,5.0,2003-02-01,52700.0,Yes,No,52700.0,,,,,,,3500.0,Monthly,0.6815,,Signage and Vehicle Wraps,Signage and Vehicle Wraps,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,0.597807017543,0.0,11,0.0,0.0001947142857142,0,0,0.4686320750595393,0.0,8.160803920954665,0.5196862521981872
120087,10173,2015-04-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1619,Rand East,Rand East,Mobility - Motor,54057250.0,Passenger Vehicle,2004,RENAULT,SCENIC 1.9 dCi EXPRESSION,4.0,1870.0,75.0,MPV,5.0,2003-02-01,52700.0,Yes,No,52700.0,,,,,,,3500.0,Monthly,0.6815,,Signage and Vehicle Wraps,Signage and Vehicle Wraps,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,0.597807017543,0.0,11,0.0,0.0001947142857142,0,0,0.4686320750595393,0.0,8.160803920954665,0.5196862521981872
120087,10173,2015-06-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1619,Rand East,Rand East,Mobility - Motor,54057250.0,Passenger Vehicle,2004,RENAULT,SCENIC 1.9 dCi EXPRESSION,4.0,1870.0,75.0,MPV,5.0,2003-02-01,52700.0,Yes,No,52700.0,,,,,,,3500.0,Monthly,0.6815,,Signage and Vehicle Wraps,Signage and Vehicle Wraps,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,0.597807017543,0.0,11,0.0,0.0001947142857142,0,0,0.4686320750595393,0.0,8.160803920954665,0.5196862521981872
120087,10173,2015-08-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1619,Rand East,Rand East,Mobility - Motor,54057250.0,Passenger Vehicle,2004,RENAULT,SCENIC 1.9 dCi EXPRESSION,4.0,1870.0,75.0,MPV,5.0,2003-02-01,52700.0,Yes,No,52700.0,,,,,,,3500.0,Monthly,0.6815,,Signage and Vehicle Wraps,Signage and Vehicle Wraps,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,0.597807017543,0.0,11,0.0,0.0001947142857142,0,0,0.4686320750595393,0.0,8.160803920954665,0.5196862521981872
120086,10173,2015-02-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1619,Rand East,Rand East,Mobility - Motor,54057250.0,Passenger Vehicle,2004,RENAULT,SCENIC 1.9 dCi EXPRESSION,4.0,1870.0,75.0,MPV,5.0,2003-02-01,52700.0,Yes,No,52700.0,,,,,,,5000000.0,Monthly,0.6815,,Passenger Liability,Passenger Liability,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,0.597807017543,0.0,11,0.0,1.363e-07,0,0,0.4686320750595393,0.0,15.424948670398354,0.5196862521981872
82059,7174,2014-11-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,3500.0,Monthly,1.1838,,Signage and Vehicle Wraps,Signage and Vehicle Wraps,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,1.038421052631,0.0,8,0.0,0.0003382285714285,0,0,0.7121755143599363,0.0,8.160803920954665,0.7810664785978289
82059,7174,2015-01-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,3500.0,Monthly,1.1838,,Signage and Vehicle Wraps,Signage and Vehicle Wraps,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,1.038421052631,0.0,9,0.0,0.0003382285714285,0,0,0.7121755143599363,0.0,8.160803920954665,0.7810664785978289
82059,7174,2015-04-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,3500.0,Monthly,1.1838,,Signage and Vehicle Wraps,Signage and Vehicle Wraps,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,1.038421052631,0.0,9,0.0,0.0003382285714285,0,0,0.7121755143599363,0.0,8.160803920954665,0.7810664785978289
82059,7174,2015-06-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,3500.0,Monthly,1.1838,,Signage and Vehicle Wraps,Signage and Vehicle Wraps,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,1.038421052631,0.0,9,0.0,0.0003382285714285,0,0,0.7121755143599363,0.0,8.160803920954665,0.7810664785978289
82059,7174,2015-08-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,3500.0,Monthly,1.1838,,Signage and Vehicle Wraps,Signage and Vehicle Wraps,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,1.038421052631,0.0,9,0.0,0.0003382285714285,0,0,0.7121755143599363,0.0,8.160803920954665,0.7810664785978289
82057,7174,2015-02-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,5000.0,Monthly,2.3676,,Keys and Alarms,Keys and Alarms,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,2.076842105263,0.0,9,0.0,0.0004735199999999,0,0,1.123903780516608,0.0,8.517393171418904,1.214200324481372
82069,7174,2014-12-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,7500.0,Monthly,3.5514,,Cleaning and Removal of Accident Debris,Cleaning and Removal of Accident Debris,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,3.115263157894,0.0,8,0.0,0.0004735199999999,0,0,1.4147027829698031,0.0,8.922791623969637,1.5154348779429812
82069,7174,2015-03-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,7500.0,Monthly,3.5514,,Cleaning and Removal of Accident Debris,Cleaning and Removal of Accident Debris,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,3.115263157894,0.0,9,0.0,0.0004735199999999,0,0,1.4147027829698031,0.0,8.922791623969637,1.5154348779429812
82069,7174,2015-05-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,7500.0,Monthly,3.5514,,Cleaning and Removal of Accident Debris,Cleaning and Removal of Accident Debris,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,3.115263157894,0.0,9,0.0,0.0004735199999999,0,0,1.4147027829698031,0.0,8.922791623969637,1.5154348779429812
82069,7174,2015-07-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,7500.0,Monthly,3.5514,,Cleaning and Removal of Accident Debris,Cleaning and Removal of Accident Debris,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,3.115263157894,0.0,9,0.0,0.0004735199999999,0,0,1.4147027829698031,0.0,8.922791623969637,1.5154348779429812
82067,7174,2015-02-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,7500.0,Monthly,3.5514,,Emergency Charges,Emergency Charges,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,3.115263157894,0.0,9,0.0,0.0004735199999999,0,0,1.4147027829698031,0.0,8.922791623969637,1.5154348779429812
82061,7174,2014-11-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,127300.0,Monthly,106.0829,,Credit Protection,Credit Protection,Credit Protection,Credit Protection,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,93.055175438596,0.0,8,0.0,0.0008333299293008,0,0,4.5438815828199015,0.0,11.754309639974188,4.673603300840525
82061,7174,2015-01-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,127300.0,Monthly,106.0829,,Credit Protection,Credit Protection,Credit Protection,Credit Protection,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,93.055175438596,0.0,9,0.0,0.0008333299293008,0,0,4.5438815828199015,0.0,11.754309639974188,4.673603300840525
82061,7174,2015-04-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,127300.0,Monthly,106.0829,,Credit Protection,Credit Protection,Credit Protection,Credit Protection,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,93.055175438596,0.0,9,0.0,0.0008333299293008,0,0,4.5438815828199015,0.0,11.754309639974188,4.673603300840525
82061,7174,2015-06-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,127300.0,Monthly,106.0829,,Credit Protection,Credit Protection,Credit Protection,Credit Protection,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,93.055175438596,0.0,9,0.0,0.0008333299293008,0,0,4.5438815828199015,0.0,11.754309639974188,4.673603300840525
82058,7174,2014-10-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,5000000.0,Monthly,1.1838,,Passenger Liability,Passenger Liability,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,0.770441426146,0.0,8,0.0,2.3676e-07,0,0,0.5712289087952224,0.0,15.424948670398354,0.7810664785978289
82058,7174,2014-12-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,5000000.0,Monthly,1.1838,,Passenger Liability,Passenger Liability,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,1.038421052631,0.0,8,0.0,2.3676e-07,0,0,0.7121755143599363,0.0,15.424948670398354,0.7810664785978289
